index,image_id,filename,image_path,image_match,category,mean_human_complexity_rating,human_rating_count,human_rating_variance,human_rating_sd,text.no_text,text.axes_labels,text.axes_text,text.titles,text.annotations,text.captions,text.legend_text,text.legend_title,text.text_only,color.black_and_white,color.background_color,color.color_count,data.quantitative,data.categorical,design.chart_count,design.chart_types_count,design.multi_panel,design.area,design.bar,design.circle,design.diagram,design.distribution,design.grid_or_matrix,design.line,design.map,design.point,design.table,design.text,design.trees_or_networks
4086,4086.png,v490_n7419_4_f5.png,data/science/v490_n7419_4_f5.png,exact,S,80.7,10,147.56666666666666,12.147702114666242,0,1,1,1,1,0,1,0,0,0,0,9,5,2,10,3,1,0,1,0,1,0,0,1,0,0,0,0,0
4087,4087.png,v485_n7396_18_f4.png,data/science/v485_n7396_18_f4.png,exact,S,74.2,10,444.84444444444443,21.09133576719228,0,1,1,1,1,0,1,0,0,0,0,4,8,3,12,4,1,0,1,0,1,1,0,0,0,1,0,0,0
4088,4088.png,vis782.png,data/vis3/vis782.png,exact,I,32.4,10,754.9333333333333,27.47605017707846,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4089,4089.png,v483_n7387_19_f2.png,data/science/v483_n7387_19_f2.png,exact,S,92.3,10,111.78888888888889,10.573026477262264,0,0,1,1,1,0,0,0,0,0,0,10,3,2,10,2,1,1,0,0,1,0,0,0,0,0,0,0,0
4090,4090.png,vis796.png,data/vis3/vis796.png,exact,I,85.6,10,417.8222222222222,20.440700140215895,0,0,0,1,1,1,0,0,0,0,1,5,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
4091,4091.png,treasuryK03_7.png,data/government/treasuryK03_7.png,exact,G,11.9,10,327.8777777777778,18.107395665246226,0,1,1,1,1,1,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4092,4092.png,v489_n7417_18_f2.png,data/science/v489_n7417_18_f2.png,exact,S,68.3,10,239.56666666666666,15.47794129290671,0,1,1,1,1,0,1,0,0,0,0,10,5,2,8,2,1,0,0,0,1,0,0,0,0,1,0,0,0
4093,4093.png,wsj197.png,data/news/wsj197.png,exact,N,49.8,10,384.62222222222226,19.611787838497087,0,1,1,1,1,1,1,0,0,0,1,6,3,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0
4094,4094.png,v490_n7418_4_f5.png,data/science/v490_n7418_4_f5.png,exact,S,91.6,10,136.04444444444445,11.663809173869591,0,1,1,1,1,0,1,1,0,0,0,7,2,6,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0
4095,4095.png,v485_n7397_10_f3.png,data/science/v485_n7397_10_f3.png,exact,S,64.1,10,388.76666666666665,19.717166801208197,0,1,1,1,0,0,1,0,0,1,0,0,4,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4096,4096.png,vis609.png,data/vis3/vis609.png,exact,I,11.3,10,116.67777777777778,10.801748829600593,0,0,0,1,1,1,0,0,0,0,1,2,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4097,4097.png,visMost748.png,data/vis1/visMost748.png,exact,I,31.8,10,632.4000000000001,25.14756449439985,0,1,1,1,1,0,0,0,0,0,0,18,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
4098,4098.png,v490_n7420_17_f4.png,data/science/v490_n7420_17_f4.png,exact,S,83.9,10,169.87777777777777,13.03371695940102,0,1,1,1,1,0,1,0,0,0,0,3,7,5,10,5,1,0,1,0,1,0,0,1,0,1,1,0,0
4099,4099.png,treasuryL11.png,data/government/treasuryL11.png,exact,G,29.7,10,320.4555555555556,17.901272456324314,0,1,1,1,1,1,0,0,0,0,0,9,3,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0
4100,4100.png,vis153.png,data/vis2/vis153.png,exact,I,34.4,10,440.7111111111111,20.99312056629769,0,0,1,1,1,1,0,0,0,0,0,7,5,3,7,5,1,1,1,1,1,0,0,0,0,0,1,0,0
4101,4101.png,v490_n7420_19_f1.png,data/science/v490_n7420_19_f1.png,exact,S,90.8,10,247.06666666666666,15.718354451616959,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4102,4102.png,v483_n7388_3_f3.png,data/science/v483_n7388_3_f3.png,exact,S,77.6,10,217.82222222222222,14.758801517136215,0,1,1,1,0,1,0,0,0,1,0,0,6,1,13,4,1,0,1,0,1,0,0,1,0,1,0,0,0
4103,4103.png,whoJ23.png,data/government/whoJ23.png,exact,G,20.7,10,773.1222222222221,27.805075475931048,0,0,0,1,1,1,1,0,0,0,0,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4104,4104.png,vis635.png,data/vis3/vis635.png,exact,I,48.9,10,523.2111111111111,22.873808408551277,0,1,1,1,1,1,0,0,0,0,1,8,0,6,6,2,1,0,0,0,1,0,0,0,0,0,1,0,0
4105,4105.png,visMost760.png,data/vis1/visMost760.png,exact,I,78.2,10,888.8444444444444,29.813494334687512,0,0,0,1,1,1,1,1,0,0,1,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
4106,4106.png,v483_n7389_3_f3.png,data/science/v483_n7389_3_f3.png,exact,S,86.6,10,139.37777777777777,11.80583659796195,0,1,1,1,1,0,1,0,0,0,0,12,3,3,3,5,1,0,0,0,1,1,0,1,0,1,1,0,0
4107,4107.png,vis621.png,data/vis3/vis621.png,exact,I,36.0,10,302.8888888888889,17.40370330960882,0,1,1,1,1,1,0,0,0,0,1,8,3,5,4,3,1,0,1,0,0,0,0,0,0,0,1,0,1
4108,4108.png,visMost774.png,data/vis1/visMost774.png,exact,I,32.6,10,562.9333333333334,23.726216161312646,0,1,1,1,1,1,0,0,0,0,1,13,5,5,8,3,1,0,1,0,1,0,0,0,0,0,1,0,0
4109,4109.png,v489_n7414_25_f2.png,data/science/v489_n7414_25_f2.png,exact,S,48.7,10,900.6777777777778,30.01129417032491,0,1,1,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0
4110,4110.png,vis147.png,data/vis2/vis147.png,exact,I,39.8,10,564.1777777777778,23.752426776600696,0,0,1,1,1,1,0,0,0,0,1,5,5,4,6,4,1,0,0,1,1,1,0,0,0,0,1,0,0
4111,4111.png,v485_n7400_10_f1.png,data/science/v485_n7400_10_f1.png,exact,S,70.5,10,381.3888888888889,19.529180445909372,0,1,1,1,1,1,1,1,0,0,1,14,4,1,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0
4112,4112.png,np_7.png,data/news/np_7.png,exact,N,69.5,10,789.3888888888889,28.09606536312316,0,0,1,1,1,1,1,1,0,0,0,5,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4113,4113.png,v489_n7417_14_f2.png,data/science/v489_n7417_14_f2.png,exact,S,62.5,10,538.2777777777778,23.200814161959443,0,1,1,0,0,0,0,0,0,0,0,10,1,3,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0
4114,4114.png,vis812.png,data/vis3/vis812.png,exact,I,13.1,10,457.6555555555555,21.392885629469333,0,0,0,1,0,1,1,0,0,0,1,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4115,4115.png,v489_n7416_9_f4.png,data/science/v489_n7416_9_f4.png,exact,S,86.4,10,230.26666666666668,15.17454008089427,0,1,1,1,1,0,1,0,0,0,0,8,5,3,5,3,1,0,0,0,1,1,0,0,0,1,0,0,0
4116,4116.png,v486_n7402_6_f2.png,data/science/v486_n7402_6_f2.png,exact,S,69.5,10,617.6111111111111,24.85178285578544,0,1,1,1,0,0,0,0,0,0,0,3,2,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0
4117,4117.png,v483_n7389_24_f1.png,data/science/v483_n7389_24_f1.png,exact,S,85.4,10,666.2666666666667,25.812141845779994,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4118,4118.png,economist_daily_chart_149.png,data/news/economist_daily_chart_149.png,exact,N,9.5,10,352.94444444444446,18.78681570794914,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4119,4119.png,v485_n7398_7_f3.png,data/science/v485_n7398_7_f3.png,exact,S,47.6,10,601.3777777777777,24.523005072335195,0,1,1,1,1,0,0,0,0,0,0,4,4,1,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0
4120,4120.png,vis806.png,data/vis3/vis806.png,exact,I,59.2,10,835.0666666666666,28.897520078142804,0,1,1,1,1,1,1,0,0,0,0,20,1,10,10,2,1,0,0,0,1,0,0,0,0,0,1,0,0
4121,4121.png,whoQ42_6.png,data/government/whoQ42_6.png,exact,G,53.9,10,591.2111111111111,24.314833149974753,0,1,1,1,0,0,1,0,0,0,0,15,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4122,4122.png,v486_n7403_25_f8.png,data/science/v486_n7403_25_f8.png,exact,S,60.6,10,1158.0444444444445,34.03005207819178,0,1,1,0,0,1,0,0,1,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4123,4123.png,v489_n7417_9_f4.png,data/science/v489_n7417_9_f4.png,exact,S,89.6,10,321.15555555555557,17.920813473599786,0,1,1,1,1,0,1,0,0,0,0,4,4,1,7,2,1,0,0,0,1,0,0,1,0,0,0,0,0
4124,4124.png,v488_n7409_22_f1.png,data/science/v488_n7409_22_f1.png,exact,S,80.6,10,305.82222222222225,17.487773506716692,0,1,1,1,0,0,1,0,0,0,0,8,3,5,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0
4125,4125.png,v483_n7387_15_f2.png,data/science/v483_n7387_15_f2.png,exact,S,73.2,10,446.1777777777778,21.122920673471693,0,1,1,1,0,0,0,0,0,1,0,0,4,1,7,2,1,0,1,0,1,0,0,0,0,0,0,0,0
4126,4126.png,v485_n7396_14_f4.png,data/science/v485_n7396_14_f4.png,exact,S,64.5,10,376.72222222222223,19.409333379130317,0,1,1,0,1,0,1,0,0,0,0,2,2,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
4127,4127.png,whoO22_1.png,data/government/whoO22_1.png,exact,G,16.5,10,469.6111111111111,21.670512479198806,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4128,4128.png,vis190.png,data/vis2/vis190.png,exact,I,50.8,10,533.5111111111111,23.097859448682925,0,1,1,1,1,1,0,0,0,0,1,4,17,3,11,6,1,0,1,1,1,1,0,0,1,0,1,0,0
4129,4129.png,treasuryK05_1.png,data/government/treasuryK05_1.png,exact,G,16.7,10,571.1222222222221,23.898163574262817,0,0,1,1,1,1,0,0,0,0,0,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4130,4130.png,v489_n7417_7_f1.png,data/science/v489_n7417_7_f1.png,exact,S,83.4,10,340.2666666666667,18.446318512556015,0,0,1,1,1,0,0,0,0,0,0,6,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4131,4131.png,economist_daily_chart_161.png,data/news/economist_daily_chart_161.png,exact,N,54.9,10,753.4333333333333,27.44874010466297,0,1,1,1,1,1,0,0,0,0,0,5,4,2,3,3,1,0,1,1,0,0,0,1,0,0,0,0,0
4132,4132.png,v486_n7404_2_f3.png,data/science/v486_n7404_2_f3.png,exact,S,85.2,10,359.73333333333335,18.966637375489977,0,1,1,1,1,0,0,0,0,0,0,6,5,4,19,3,1,0,1,0,1,0,0,0,0,0,1,0,0
4133,4133.png,v490_n7419_1_f9.png,data/science/v490_n7419_1_f9.png,exact,S,51.3,10,1065.3444444444444,32.63961464914138,0,0,0,0,1,0,0,0,0,0,0,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4134,4134.png,economist_daily_chart_175.png,data/news/economist_daily_chart_175.png,exact,N,32.3,10,809.1222222222221,28.44507377776022,0,1,1,1,0,1,0,0,0,0,0,3,3,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0
4135,4135.png,vis184.png,data/vis2/vis184.png,exact,I,43.7,10,599.5666666666667,24.486050450545648,0,1,1,1,1,1,0,0,0,0,1,12,4,3,9,2,1,0,0,0,1,0,0,0,0,0,1,0,0
4136,4136.png,v488_n7409_8_f2.png,data/science/v488_n7409_8_f2.png,exact,S,49.2,10,194.17777777777778,13.934768666101988,0,1,1,1,1,0,0,0,0,0,0,4,3,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0
4137,4137.png,v484_n7392_9_f1.png,data/science/v484_n7392_9_f1.png,exact,S,65.2,10,745.5111111111112,27.304049353733433,0,1,1,1,0,0,0,0,0,1,0,0,3,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4138,4138.png,whoI12_1.png,data/government/whoI12_1.png,exact,G,29.0,10,561.7777777777778,23.70185177950824,0,1,1,1,0,1,0,0,1,1,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4139,4139.png,wsj26.png,data/news/wsj26.png,exact,N,4.0,10,63.77777777777778,7.986099033807293,0,0,1,1,1,1,0,0,0,0,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4140,4140.png,visMost238.png,data/vis1/visMost238.png,exact,I,42.5,10,621.1666666666666,24.923215415886183,0,1,1,1,1,1,1,1,0,0,1,6,5,7,8,4,1,0,0,1,1,0,0,0,1,0,1,0,0
4141,4141.png,v484_n7393_9_f1.png,data/science/v484_n7393_9_f1.png,exact,S,70.9,10,224.32222222222222,14.977390367558103,0,1,1,1,1,0,0,0,0,0,0,6,2,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4142,4142.png,vis379.png,data/vis2/vis379.png,exact,I,53.4,10,724.9333333333333,26.924586038290975,0,1,1,1,1,1,0,0,0,0,0,8,6,3,9,4,1,0,1,1,0,0,0,0,0,1,1,0,0
4143,4143.png,wsj32.png,data/news/wsj32.png,exact,N,25.7,10,520.6777777777778,22.81836492340715,0,1,1,1,1,1,0,0,0,0,1,3,4,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4144,4144.png,v483_n7391_18_f1.png,data/science/v483_n7391_18_f1.png,exact,S,71.3,10,383.7888888888889,19.590530592326715,0,1,1,0,1,0,0,0,0,0,0,3,7,7,7,3,1,0,1,0,0,1,0,0,0,0,1,0,0
4145,4145.png,whoQ18_1.png,data/government/whoQ18_1.png,exact,G,7.6,10,62.71111111111111,7.919034733546198,0,1,1,1,0,1,0,0,0,0,0,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4146,4146.png,economist_daily_chart_388.png,data/news/economist_daily_chart_388.png,exact,N,13.6,10,292.26666666666665,17.095808453146248,0,0,1,1,1,1,0,0,0,0,1,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4147,4147.png,v484_n7394_3_f5.png,data/science/v484_n7394_3_f5.png,exact,S,81.6,10,523.6,22.882307575941724,0,0,0,0,1,0,0,0,0,0,0,6,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4148,4148.png,wsj578.png,data/news/wsj578.png,exact,N,52.8,10,854.1777777777778,29.22631994928164,0,1,1,1,1,1,0,0,0,0,0,4,6,1,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0
4149,4149.png,whoH09.png,data/government/whoH09.png,exact,G,5.4,10,43.15555555555556,6.569288816573341,0,1,1,1,0,0,1,0,0,0,1,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4150,4150.png,wsj550.png,data/news/wsj550.png,exact,N,35.1,10,671.4333333333334,25.912030667883467,0,1,1,1,1,1,0,0,0,0,1,5,3,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0
4151,4151.png,visMost562.png,data/vis1/visMost562.png,exact,I,37.6,10,657.8222222222222,25.64804519300101,0,0,0,1,1,1,1,0,0,0,1,9,8,7,9,5,1,0,1,1,1,0,0,1,1,0,0,0,0
4152,4152.png,v487_n7408_6_f5.png,data/science/v487_n7408_6_f5.png,exact,S,75.6,10,431.8222222222222,20.78033258208882,0,1,1,1,0,0,1,0,0,0,0,4,4,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0
4153,4153.png,vis437.png,data/vis2/vis437.png,exact,I,51.7,10,600.0111111111111,24.49512423138758,0,1,1,1,1,1,0,0,0,0,1,12,10,4,5,3,1,0,0,0,0,1,0,0,0,1,1,0,0
4154,4154.png,v486_n7402_12_f2.png,data/science/v486_n7402_12_f2.png,exact,S,62.9,10,555.4333333333333,23.567633172071677,0,0,1,1,0,0,1,0,0,0,0,6,3,0,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0
4155,4155.png,vis351.png,data/vis2/vis351.png,exact,I,45.4,10,500.71111111111117,22.376575053191477,0,0,1,1,1,1,0,0,0,0,1,1,4,2,6,2,1,0,1,0,0,0,0,0,0,0,1,0,0
4156,4156.png,visMost204.png,data/vis1/visMost204.png,exact,I,39.7,10,584.4555555555555,24.17551562129659,0,0,1,1,1,1,0,0,0,0,1,7,4,3,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0
4157,4157.png,v488_n7410_18_f3.png,data/science/v488_n7410_18_f3.png,exact,S,80.9,10,265.43333333333334,16.29212488699167,0,1,1,1,1,1,0,0,0,0,0,5,4,5,15,3,1,0,1,0,1,0,0,0,0,0,0,0,1
4158,4158.png,whoN19_2.png,data/government/whoN19_2.png,exact,G,18.0,10,229.11111111111111,15.136416719656971,0,1,1,1,0,0,1,0,0,0,0,5,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4159,4159.png,wsj236.png,data/news/wsj236.png,exact,N,27.3,10,120.89999999999999,10.995453605922767,0,1,1,1,1,1,0,0,0,0,1,4,4,2,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0
4160,4160.png,wsj222.png,data/news/wsj222.png,exact,N,28.1,10,768.988888888889,27.730648908543216,0,0,1,1,1,1,0,0,0,0,1,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4161,4161.png,vis345.png,data/vis2/vis345.png,exact,I,42.9,10,438.32222222222225,20.93614630781468,0,1,1,1,1,1,0,0,0,0,1,6,3,4,9,2,1,0,0,0,1,0,0,0,0,0,1,0,0
4162,4162.png,visMost210.png,data/vis1/visMost210.png,exact,I,44.7,10,311.34444444444443,17.644955212310528,0,0,1,1,1,1,0,0,0,0,0,6,0,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
4163,4163.png,visMost576.png,data/vis1/visMost576.png,exact,I,66.8,10,715.7333333333333,26.753192955857312,0,0,1,1,1,1,0,0,0,0,1,9,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4164,4164.png,vis423.png,data/vis2/vis423.png,exact,I,64.3,10,421.34444444444443,20.526676410087543,0,1,1,1,1,1,0,0,0,0,0,6,16,4,14,3,1,0,0,1,1,0,0,0,0,0,1,0,0
4165,4165.png,wsj544.png,data/news/wsj544.png,exact,N,39.3,10,466.9,21.6078689370331,0,1,1,1,1,1,0,0,0,0,1,9,7,3,4,3,1,1,1,0,0,0,0,0,0,0,1,0,0
4166,4166.png,v484_n7392_7_f4.png,data/science/v484_n7392_7_f4.png,exact,S,79.2,10,352.4,18.772320048411704,0,1,1,1,1,0,0,0,0,0,0,2,4,1,9,3,1,1,0,0,0,1,0,0,0,1,0,0,0
4167,4167.png,v483_n7387_8_f3.png,data/science/v483_n7387_8_f3.png,exact,S,86.4,10,565.1555555555556,23.773000558523435,0,0,0,1,1,1,0,0,0,0,0,2,2,2,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4168,4168.png,whoB15_1.png,data/government/whoB15_1.png,exact,G,49.4,10,587.6,24.240462041801102,0,1,1,1,0,1,1,0,0,0,0,13,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4169,4169.png,whoF06.png,data/government/whoF06.png,exact,G,14.8,10,259.06666666666666,16.09554803871762,0,1,1,1,0,1,1,0,0,0,0,7,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4170,4170.png,v489_n7415_15_f1.png,data/science/v489_n7415_15_f1.png,exact,S,73.0,10,716.0,26.758176320519304,0,1,1,1,1,0,1,0,0,0,0,9,7,0,10,4,1,0,0,0,1,0,1,1,0,1,0,0,0
4171,4171.png,v484_n7394_13_f3.png,data/science/v484_n7394_13_f3.png,exact,S,80.6,10,706.0444444444445,26.57149684237688,0,1,1,1,0,0,0,0,0,0,0,4,5,0,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4172,4172.png,economist_daily_chart_439.png,data/news/economist_daily_chart_439.png,exact,N,10.2,10,146.4,12.09958676980334,0,0,1,1,0,1,1,0,0,0,1,4,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4173,4173.png,v490_n7419_13_f1.png,data/science/v490_n7419_13_f1.png,exact,S,76.8,10,478.17777777777775,21.867276414262882,0,1,1,1,1,0,1,1,0,0,0,7,3,3,3,3,1,1,0,0,0,0,1,0,1,0,0,0,0
4174,4174.png,v488_n7412_21_f4.png,data/science/v488_n7412_21_f4.png,exact,S,80.6,10,384.93333333333334,19.619717972828592,0,1,1,1,1,0,1,0,0,0,0,9,1,4,13,3,1,0,1,0,1,1,0,0,0,0,0,0,0
4175,4175.png,whoJ13_1.png,data/government/whoJ13_1.png,exact,G,17.7,10,736.4555555555555,27.137714633984114,0,1,1,1,0,1,0,0,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4176,4176.png,visMost589.png,data/vis1/visMost589.png,exact,I,26.3,10,565.1222222222223,23.772299472752362,0,0,1,1,1,1,0,0,0,0,1,6,1,5,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0
4177,4177.png,whoF12.png,data/government/whoF12.png,exact,G,27.8,10,299.06666666666666,17.29354407478891,0,1,1,1,1,1,0,0,0,0,1,4,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4178,4178.png,v487_n7406_19_f2.png,data/science/v487_n7406_19_f2.png,exact,S,84.4,10,222.26666666666665,14.908610487455451,0,1,1,1,1,0,1,0,0,0,0,9,6,7,7,5,1,0,1,0,1,0,0,0,0,1,1,1,0
4179,4179.png,economist_daily_chart_363.png,data/news/economist_daily_chart_363.png,exact,N,37.7,10,681.5666666666666,26.106831800635376,0,0,1,1,1,1,0,0,0,0,1,8,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4180,4180.png,wsj593.png,data/news/wsj593.png,exact,N,4.1,10,30.988888888888887,5.566766466171263,0,0,1,1,1,1,0,0,0,0,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4181,4181.png,v490_n7418_15_f3.png,data/science/v490_n7418_15_f3.png,exact,S,63.7,10,395.7888888888889,19.894443668745524,0,1,1,1,0,1,1,0,0,1,0,0,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4182,4182.png,economist_daily_chart_405.png,data/news/economist_daily_chart_405.png,exact,N,33.3,10,207.1222222222222,14.39174145898342,0,1,1,1,1,0,0,0,0,0,0,3,1,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1
4183,4183.png,v488_n7410_1_f1.png,data/science/v488_n7410_1_f1.png,exact,S,66.3,10,611.3444444444444,24.725380572287346,0,1,1,1,1,0,0,0,0,0,0,4,4,4,7,4,0,0,1,0,0,1,0,0,0,1,1,0,0
4184,4184.png,v484_n7395_15_f1.png,data/science/v484_n7395_15_f1.png,exact,S,66.4,10,426.0444444444444,20.640844082654286,0,1,1,1,1,0,0,0,0,0,0,3,1,3,6,3,1,0,1,0,1,0,0,1,0,0,0,0,0
4185,4185.png,vis392.png,data/vis2/vis392.png,exact,I,54.0,10,761.5555555555555,27.596296047758937,0,1,1,1,1,1,0,0,0,0,0,5,9,8,17,6,1,0,1,0,1,1,0,1,0,0,1,1,0
4186,4186.png,vis386.png,data/vis2/vis386.png,exact,I,47.6,10,581.8222222222222,24.120991319226956,0,1,1,1,1,1,0,0,0,0,0,8,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4187,4187.png,economist_daily_chart_411.png,data/news/economist_daily_chart_411.png,exact,N,19.7,10,343.34444444444443,18.529555969975224,0,0,1,1,1,1,0,0,0,0,1,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4188,4188.png,economist_daily_chart_377.png,data/news/economist_daily_chart_377.png,exact,N,56.2,10,550.1777777777778,23.455868727842457,0,0,1,1,1,1,1,0,0,0,1,8,3,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0
4189,4189.png,wsj587.png,data/news/wsj587.png,exact,N,34.0,10,592.4444444444445,24.340181684704913,0,1,1,1,0,1,0,0,0,0,1,5,2,0,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4190,4190.png,v488_n7411_1_f1.png,data/science/v488_n7411_1_f1.png,exact,S,53.5,10,708.0555555555555,26.609313323638315,0,0,0,1,1,0,0,0,0,0,0,3,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4191,4191.png,whoO06_1.png,data/government/whoO06_1.png,exact,G,15.2,10,433.7333333333333,20.82626546775329,0,1,1,1,0,0,1,0,0,0,1,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4192,4192.png,economist_daily_chart_410.png,data/news/economist_daily_chart_410.png,exact,N,19.1,10,202.54444444444445,14.231811003679203,0,0,0,1,0,1,1,1,0,0,1,7,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4193,4193.png,vis387.png,data/vis2/vis387.png,exact,I,42.6,10,602.4888888888889,24.545649082655952,0,1,1,1,1,1,0,0,0,0,0,10,9,2,5,3,1,1,0,0,1,0,0,0,0,0,1,0,0
4194,4194.png,wsj586.png,data/news/wsj586.png,exact,N,27.4,10,496.0444444444444,22.27205523620226,0,1,1,1,1,1,0,0,0,0,1,4,3,1,2,4,1,1,1,0,0,1,0,1,0,0,0,0,0
4195,4195.png,economist_daily_chart_376.png,data/news/economist_daily_chart_376.png,exact,N,32.2,10,858.8444444444444,29.30604791582182,0,1,1,1,0,1,0,0,1,0,0,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4196,4196.png,v490_n7418_15_f2.png,data/science/v490_n7418_15_f2.png,exact,S,72.6,10,803.3777777777777,28.34391959094186,0,1,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4197,4197.png,wsj592.png,data/news/wsj592.png,exact,N,24.0,10,332.22222222222223,18.22696415265642,0,1,1,1,1,1,0,0,0,0,0,6,6,0,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0
4198,4198.png,economist_daily_chart_362.png,data/news/economist_daily_chart_362.png,exact,N,14.7,10,150.67777777777778,12.275087689209302,0,0,1,1,0,1,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4199,4199.png,v487_n7406_19_f3.png,data/science/v487_n7406_19_f3.png,exact,S,79.7,10,778.9,27.90877998050076,0,1,1,1,0,0,1,0,0,0,0,18,2,6,11,3,1,0,1,0,1,1,0,0,0,0,0,0,0
4200,4200.png,vis393.png,data/vis2/vis393.png,exact,I,56.9,10,322.1,17.947144619688114,0,1,1,1,1,0,1,0,0,0,0,7,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4201,4201.png,economist_daily_chart_404.png,data/news/economist_daily_chart_404.png,exact,N,14.0,10,270.8888888888889,16.45870252750468,0,1,1,1,1,1,0,0,0,0,1,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
